,created_at,geo,lang,place,coordinates,user.favourites_count,user.statuses_count,user.description,user.location,user.id,user.created_at,user.verified,user.following,user.url,user.listed_count,user.followers_count,user.default_profile_image,user.utc_offset,user.friends_count,user.default_profile,user.name,user.lang,user.screen_name,user.geo_enabled,user.profile_background_color,user.profile_image_url,user.time_zone,id,favorite_count,retweeted,source,favorited,retweet_count,token,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
372,2020-10-21 00:00:05+00:00,,en,,,319012,258648,"I’m fighting for democracy-exposing corruption & lies. I appreciate all cultures & religions & believe education, human rights & travel improve the world.🌊🌊🌊","California, USA",1729758474,2013-09-04 20:13:49+00:00,False,False,,11,2361,False,,5005,True,Kim Perales,,kpjpsp,False,C0DEED,http://pbs.twimg.com/profile_images/1107453575595065344/DmWCAP59_normal.jpg,,1318703568753356800,0,False,Twitter Web App,False,411,"['BREAKING', 'Trumps', 'tax', 'records', 'show', 'Trump', 'maintains', 'previously', 'unknown', 'bank', 'account', 'China', 'The', 'foreign', 'accounts', 'n']",BREAKING,Trumps,tax,records,show,Trump,maintains,previously,unknown,bank,account,China,The,foreign,accounts,n,,,,,,,,
373,2020-10-21 00:00:05+00:00,,en,,,205425,65364,"""A republic, if you can keep it.""","St Louis, MO",1026842876284755968,2018-08-07 14:49:54+00:00,False,False,,5,3472,False,,3108,True,Hieronymus McGillicuddy,,HieronymusMcG,False,F5F8FA,http://pbs.twimg.com/profile_images/1034959710779191296/seZPw3aH_normal.jpg,,1318703568208187393,0,False,Twitter Web App,False,0,"['For', 'five', 'years', 'bitching', 'whining', 'every', 'time', 'reporter', 'asked', 'tough', 'question']",For,five,years,bitching,whining,every,time,reporter,asked,tough,question,,,,,,,,,,,,,
374,2020-10-21 00:00:05+00:00,,en,,,26682,110444,Louche Antifa and Renaissance Pirralho,,20301010,2009-02-07 09:27:33+00:00,False,False,http://t.co/g8z808NRRa,22,1247,False,,834,False,Dorean Paxorales 🇪🇺🇵🇹🇬🇧,,dpaxorales,True,081617,http://pbs.twimg.com/profile_images/1196579093174792192/U0hI2abh_normal.jpg,,1318703568816398340,0,False,TweetDeck,False,834,"['China', 'one', 'three', 'foreign', 'nations', 'Mr', 'Trump', 'maintains', 'bank', 'account', 'The', 'foreign', 'accounts', 'show', 'Tr']",China,one,three,foreign,nations,Mr,Trump,maintains,bank,account,The,foreign,accounts,show,Tr,,,,,,,,,
375,2020-10-21 00:00:05+00:00,,en,,,205463,347845,Silence is complicity. Liberal US politics 🐝⚖️ and @TheWheelOfTime. #VoteLikeBlackWomen #HarrisDavids28. 🏳️‍🌈🇺🇸 living in 🇨🇦. she/her,,828073846011949056,2017-02-05 02:52:44+00:00,False,False,,17,2821,False,,2563,False,THEE Jaina Sedai - #WoT4Everyone #Khive,,Jaina_Sedai,True,000000,http://pbs.twimg.com/profile_images/1445485655090368520/Hl9o68QJ_normal.jpg,,1318703568761794562,0,False,Twitter for Android,False,17491,"['Breaking', 'New', 'NYT', 'Trump', 'taxes', 'report', 'Trumps', 'tax', 'records', 'show', 'Trump', 'maintains', 'previously', 'unknown', 'bank', 'account', 'in']",Breaking,New,NYT,Trump,taxes,report,Trumps,tax,records,show,Trump,maintains,previously,unknown,bank,account,in,,,,,,,
376,2020-10-21 00:00:05+00:00,,en,,,25546,17823,"Love my God, my Family, my Country - and my Inalienable Rights. Faith without works is DEAD 
I'm just a #Deplorable #Chump",HOME of the BRAVE,944989502,2012-11-13 01:56:21+00:00,False,False,,0,746,False,,868,True,MyFamily'sShield,,MusicMouth87,False,C0DEED,http://pbs.twimg.com/profile_images/1350948128627814400/TPuOaGjU_normal.jpg,,1318703568648605696,0,False,Twitter for Android,False,1796,"['Want', 'know', 'done', 'fight', 'human', 'trafficking', 'The', 'music', 'video', 'song', 'Hope', 'lists', 'lot', 'wha']",Want,know,done,fight,human,trafficking,The,music,video,song,Hope,lists,lot,wha,,,,,,,,,,
377,2020-10-21 00:00:05+00:00,,en,,,27495,23428,Nevada Matters. Activist. Commentator. 🇺🇸 @NevadaYRs / @TPUSA ambassador All views & opinions are my own.,"Nevada, USA",37575922,2009-05-04 02:46:55+00:00,False,False,https://t.co/lxnPzKWcsk,232,110635,False,,1816,False,Courtney Holland 🇺🇸,,hollandcourtney,True,78E9C4,http://pbs.twimg.com/profile_images/1457883868023775244/GpXK62ka_normal.jpg,,1318703568807817217,0,False,Twitter for iPhone,False,20310,"['Wonder', 'never', 'hear', 'administrations', 'work', 'combat', 'human', 'trafficking', 'Today', 'Trump', 'Admin']",Wonder,never,hear,administrations,work,combat,human,trafficking,Today,Trump,Admin,,,,,,,,,,,,,
378,2020-10-21 00:00:05+00:00,,en,,,42409,49483,Another day of outrage...make it stop!#StayBluein2022🌊🌊🌊#JusticeIsComing🐕🐈#AdoptDontShop Life is fragile🐸#Resist   #ClimateChange #FairFight#INFJ🚫Fascism,woods of eastern CT,1013915664841625603,2018-07-02 22:41:46+00:00,False,False,https://t.co/EH4diGARdM,7,7606,False,,8098,True,Linda 🌊🌊🌏🐸🦌🐕🐈🦋🍦Get Vaxxed,,Linda_from_CT,False,F5F8FA,http://pbs.twimg.com/profile_images/1452338182041874433/e99UreWD_normal.jpg,,1318703568787001345,0,False,Twitter for Android,False,3056,"['As', 'Russia', 'explored', 'hotel', 'tower', 'projects', 'Moscow', 'Trump', 'long', 'sought', 'licensing', 'deal', 'China', 'His', 'eff']",As,Russia,explored,hotel,tower,projects,Moscow,Trump,long,sought,licensing,deal,China,His,eff,,,,,,,,,
379,2020-10-21 00:00:05+00:00,,en,,,23930,7872,"Catholic wife, mother, daughter, sister and aunt. Love God, my family, my country.  And college football.","Arlington, VA",54317516,2009-07-06 20:11:40+00:00,False,False,,1,194,False,,1079,False,Marcy Harrison,,mtharrison57,False,B2DFDA,http://pbs.twimg.com/profile_images/1313496120287465477/F-CwYPZ6_normal.jpg,,1318703568837365762,0,False,Twitter for Android,False,4527,"['Its', 'election', 'clearly', 'anyone', 'win', 'I', 'liberal', 'downtown', 'Los', 'Angeles', 'seeing', 'people', 'walk', 'around']",Its,election,clearly,anyone,win,I,liberal,downtown,Los,Angeles,seeing,people,walk,around,,,,,,,,,,
380,2020-10-21 00:00:05+00:00,,en,,,21727,28556,Psalm 37 Of David,,233232190,2011-01-02 17:47:30+00:00,False,False,,0,144,False,,306,True,Katharine Dillon,,KatharineBD,True,C0DEED,http://pbs.twimg.com/profile_images/1243788884925976578/RAJcDq5m_normal.jpg,,1318703568438910976,0,False,Twitter for iPhone,False,2190,"['RETWEET', '', '', 'RETWEET', '', 'IF', 'YOU', 'WANT', 'TRUMP', 'TO', 'FIRE', 'WRAY']",RETWEET,,,RETWEET,,IF,YOU,WANT,TRUMP,TO,FIRE,WRAY,,,,,,,,,,,,
381,2020-10-21 00:00:06+00:00,,en,,,11415,9600,,,927881952,2012-11-05 16:05:56+00:00,False,False,,2,34,False,,72,True,Denise,,65flygirl,True,C0DEED,http://pbs.twimg.com/profile_images/2820127470/84ed54bba50ae4884b4625d9abaa5518_normal.jpeg,,1318703572498976768,0,False,Twitter for iPhone,False,15,"['Trump', 'threatens', 'release', 'raw', 'fake', 'amp', 'biased', 'interview', '60', 'minutes', 'amid', 'reports', 'walked', 'host', 'Leslie', 'Stahl', 'h']",Trump,threatens,release,raw,fake,amp,biased,interview,60,minutes,amid,reports,walked,host,Leslie,Stahl,h,,,,,,,
382,2020-10-21 00:00:06+00:00,,en,,,4527,4092,,Nj,795693710591881216,2016-11-07 18:25:38+00:00,False,False,,1,15,False,,155,True,Todd M,,RiseTWM,False,F5F8FA,http://pbs.twimg.com/profile_images/843203391987761152/CMNiMgOc_normal.jpg,,1318703572461211650,0,False,Twitter Web App,False,3299,"['Donald', 'Trump', 'gave', 'immense', 'wealth', 'extravagant', 'lifestyle', 'country', 'Joe', 'Biden', 'gave', 'country', 'i']",Donald,Trump,gave,immense,wealth,extravagant,lifestyle,country,Joe,Biden,gave,country,i,,,,,,,,,,,
383,2020-10-21 00:00:06+00:00,,en,,,16734,3635,The greatest mistake we make is living in constant fear that we will make one.- J. Maxwell,"Roxborough Park, CO",381194755,2011-09-27 22:23:06+00:00,False,False,,5,51,False,,923,True,Austin Coose,,AustinCoose,True,C0DEED,http://pbs.twimg.com/profile_images/1563021286/manbpig_normal.png,,1318703572494602241,0,False,Twitter for iPhone,False,725,"['We', 'become', 'monsters', 'This', 'crime', 'humanity', 'conducted', 'name', 'We', 'must', 'know', 'ordered', 'this', 'They', 'must', 'pa']",We,become,monsters,This,crime,humanity,conducted,name,We,must,know,ordered,this,They,must,pa,,,,,,,,
384,2020-10-21 00:00:06+00:00,,en,,,114313,29654,Tunameltsmyheart aficionado. Firm believer in all things Halloween. #resist,"Oregon, USA",911996563601342465,2017-09-24 16:51:39+00:00,False,False,,0,536,False,,1362,True,Everyday is a Dumpster Fire 🇨🇦,,chester4207,False,F5F8FA,http://pbs.twimg.com/profile_images/1387606054674919428/hpYm-91K_normal.jpg,,1318703572545011713,0,False,Twitter for iPhone,False,17491,"['Breaking', 'New', 'NYT', 'Trump', 'taxes', 'report', 'Trumps', 'tax', 'records', 'show', 'Trump', 'maintains', 'previously', 'unknown', 'bank', 'account', 'in']",Breaking,New,NYT,Trump,taxes,report,Trumps,tax,records,show,Trump,maintains,previously,unknown,bank,account,in,,,,,,,
385,2020-10-21 00:00:06+00:00,,en,,,26685,10000,"#ONEV1 Z27 #FreshVoicesRise #FreshSupport
USN Vet,MSHS,BSCJ,Humanitarian,Support Kurdistan,Freelance Photographer I/ENTP
Integrity, humbleness, empathy & truth.",,1167233156996579328,2019-08-30 00:31:03+00:00,False,False,,5,7608,False,,7979,True,Mike,,calmb4storm0,False,F5F8FA,http://pbs.twimg.com/profile_images/1436897218489950213/8ta9abjI_normal.jpg,,1318703572570247170,0,False,Twitter Web App,False,417,"['Ahhhh', 'its', 'coming', 'together', '']",Ahhhh,its,coming,together,,,,,,,,,,,,,,,,,,,,
386,2020-10-21 00:00:06+00:00,,en,,,201436,154644,I'm just the devil with love to spare,"Van Nuys, Los Angeles",167599315,2010-07-17 00:46:54+00:00,False,False,,7,721,False,,332,False,Kev,,kevinstein_,True,F71A0A,http://pbs.twimg.com/profile_images/1461555122912129029/Lq2s2OVG_normal.jpg,,1318703572549206018,0,False,Twitter for iPhone,False,2,"['This', 'tweet', 'might', 'cost', '']",This,tweet,might,cost,,,,,,,,,,,,,,,,,,,,
388,2020-10-21 00:00:06+00:00,,en,,,72557,26203,💖🌻Alis Volat Propriis🌻💖,,568425330,2012-05-01 16:30:21+00:00,False,False,,2,166,False,,370,False,SaabJo,,BinaCamp,False,ACDED6,http://pbs.twimg.com/profile_images/724059410495090688/PbGtuaMO_normal.jpg,,1318703572628877312,0,False,Twitter for iPhone,False,1941,"['Im', 'really', 'looking', 'forward', 'media', 'proving', 'Donald', 'Trump', 'right', 'along', 'nothing', 'f']",Im,really,looking,forward,media,proving,Donald,Trump,right,along,nothing,f,,,,,,,,,,,,
389,2020-10-21 00:00:06+00:00,,en,,,97486,234137,"Sapphic Socialist. Feminist, queer; Magneto was right; she/her 🏳️‍🌈🌈🦄","New York, USA",22371039,2009-03-01 15:26:07+00:00,False,False,https://t.co/YeF21LWUAT,82,1187,False,,815,False,Happy HoLOdays,,liveandletdyke,True,000000,http://pbs.twimg.com/profile_images/1418554520477503490/kf9ATQQT_normal.jpg,,1318703572377325568,0,False,Twitter for iPhone,False,36592,"['BREAKING', 'Lawyers', 'say', 'cant', 'find', 'parents', '545', 'migrant', 'children', 'separated', 'Trump', 'administration', 'With']",BREAKING,Lawyers,say,cant,find,parents,545,migrant,children,separated,Trump,administration,With,,,,,,,,,,,
390,2020-10-21 00:00:06+00:00,,en,,,10563,7159,🇺🇸Scotch/Irish/Cherokee Indian🇺🇸100%American🇺🇸Constitution🇺🇸🙏✝️God Fearing✝️🙏 🇺🇸1A&2A🇺🇸Conservative Patriot🇺🇸🚓Back da Blue🚓IFBP🇺🇸NRA!,"Virginia, USA",1285597360396161024,2020-07-21 15:28:16+00:00,False,False,,1,2674,False,,3618,True,PROVE JOE BIDEN WON THE 2020 ELECTION!,,DewayneArmstro9,False,F5F8FA,http://pbs.twimg.com/profile_images/1420932872215711744/MhyH9Kwm_normal.jpg,,1318703572633223170,0,False,Twitter for iPhone,False,29368,"['want', 'say', 'Thank', 'best', 'President', 'ever', 'Thank', 'voice', 'Thank']",want,say,Thank,best,President,ever,Thank,voice,Thank,,,,,,,,,,,,,,,
391,2020-10-21 00:00:06+00:00,,en,,,300102,238183,"I am-I am!Supports BARCA, F1, passionate about soccer, athletics,music, economics & academics.Honesty,Integrity & Courtesy are my luxuries! I L❤ve my daughter!","Serenity, NA",35890265,2009-04-27 22:43:26+00:00,False,False,https://t.co/nMI6nBspIO,9,1134,False,,2914,False,Wayne AP Morris,,Lacus09,True,EBEBEB,http://pbs.twimg.com/profile_images/449173227353284610/ycRxYf6x_normal.jpeg,,1318703572742176768,0,False,Twitter for Android,False,1476,"['TODAY', 'IS', 'THE', 'DAY', 'TO', 'RETURN', 'YOUR', 'BALLOT']",TODAY,IS,THE,DAY,TO,RETURN,YOUR,BALLOT,,,,,,,,,,,,,,,,
392,2020-10-21 00:00:06+00:00,,en,,,162198,851056,#Liberal #Progressive RT≠endorse Likes=BM #AntiFacist #BlackLivesMatter #ForThePeopleAct,Western States Pact,18006752,2008-12-09 23:58:21+00:00,False,False,,470,42969,False,,43297,False,"Trump & GOP murdered 786,000+ 🇺🇸 🌊",,KatCapps,False,642D8B,http://pbs.twimg.com/profile_images/1374752785284038657/kb31RLAR_normal.jpg,,1318703572788277248,0,False,Twitter for iPad,False,1406,"['This', 'close', 'ever', 'get', 'sworn', 'declaration', 'White', 'House', 'president', 'lying', 'p']",This,close,ever,get,sworn,declaration,White,House,president,lying,p,,,,,,,,,,,,,
393,2020-10-21 00:00:06+00:00,,en,,,67218,53591,,Oregon,54077119,2009-07-06 02:05:01+00:00,False,False,,30,638,False,,973,False,Denise Moreno,,dmorkra,False,1D1A7E,http://pbs.twimg.com/profile_images/1350988810394480643/yLplwG5e_normal.jpg,,1318703572905652225,0,False,Twitter for iPad,False,5337,"['Vote', 'Trump', 'massive', 'numbers', '', 'person', 'Freedom', 'stake']",Vote,Trump,massive,numbers,,person,Freedom,stake,,,,,,,,,,,,,,,,
394,2020-10-21 00:00:06+00:00,,en,,,709173,311220,#Gobble #GiveThanks #ResistTyranny #QuestionAuthority FormerDemocrat. Former Bernie Supporter #LoveDogs #Woof #BackTheBlue,Halloween Town,280848678,2011-04-12 04:15:23+00:00,False,False,,61,1143,False,,1038,True,🍁🇺🇸Salosso🦃🌻,,Salosso,True,C0DEED,http://pbs.twimg.com/profile_images/1455304468182958081/9-ZsJKie_normal.jpg,,1318703572846997504,0,False,Twitter for iPhone,False,53,"['What', 'edited', 'them']",What,edited,them,,,,,,,,,,,,,,,,,,,,,
395,2020-10-21 00:00:06+00:00,,en,,,21186,2099,,"Baltimore, MD",1288213168951525377,2020-07-28 20:42:43+00:00,False,False,,0,41,False,,659,True,Terry,,redpill_econ101,False,F5F8FA,http://pbs.twimg.com/profile_images/1288289362468376576/jvRwQkTy_normal.jpg,,1318703573019013122,0,False,Twitter for iPhone,False,11457,"['American', 'households', 'stand', 'lose', '6500', 'year', 'Joe', 'Bidens', 'radical', 'left', 'agenda']",American,households,stand,lose,6500,year,Joe,Bidens,radical,left,agenda,,,,,,,,,,,,,
396,2020-10-21 00:00:06+00:00,,en,,,44316,7949,"I like animals better than people, but I’m politely tolerant. Sports and Art make me happy. Proud Democrat. #BeKind  Go Vols🧡 ♊️✝️ 🚫DM",A Farm,747084934368591872,2016-06-26 15:11:43+00:00,False,False,,0,246,False,,454,True,Lea Ann,,Tennesseeforme,True,F5F8FA,http://pbs.twimg.com/profile_images/1390861955880136707/lby4LLDA_normal.jpg,,1318703572285087746,0,False,Twitter for iPhone,False,0,"['Hahahayoure', 'terrified', 'smart', 'powerful', 'women', 'Hahaha', '']",Hahahayoure,terrified,smart,powerful,women,Hahaha,,,,,,,,,,,,,,,,,,
398,2020-10-21 00:00:06+00:00,,en,,,8618,14837,"Whatever you're doing, enjoy it. RJM. Avoid large crowds. CEM.",Wild America,1442502619,2013-05-20 00:24:11+00:00,False,False,,4,87,False,,268,True,"Michael Munger, RD",,mungerpm,True,C0DEED,http://pbs.twimg.com/profile_images/1381081514834849792/WQyneC2b_normal.jpg,,1318703572968722433,0,False,Twitter for iPhone,False,3503,"['Trump', 'giant', 'video', 'screen', 'set', 'PA', 'rally', 'playing', 'Biden', 'Kamalas', 'comments', 'banning', 'fracking', 't']",Trump,giant,video,screen,set,PA,rally,playing,Biden,Kamalas,comments,banning,fracking,t,,,,,,,,,,
399,2020-10-21 00:00:06+00:00,,en,,,72670,54441,"Small Business Owner Medical Software Design.  Descendant of Witherspoon 1776   #Trump2020 #MAGA #ExtremeLiberalismIsADisorder
#Covfefe
#NoDACA 
#RuleofLaw",United States,539516578,2012-03-29 00:32:43+00:00,False,False,,33,2205,False,,3741,False,Deplorable_Maximus,,CritchlowPaul,True,000000,http://pbs.twimg.com/profile_images/1124787864913481728/5CONPmP5_normal.jpg,,1318703572981252102,0,False,Twitter for iPhone,False,22090,"['If', 'FBI', 'laptop', 'along', 'let', 'Nancy', 'Pelosi', 'Democrats', 'impeach', 'litera']",If,FBI,laptop,along,let,Nancy,Pelosi,Democrats,impeach,litera,,,,,,,,,,,,,,
401,2020-10-21 00:00:06+00:00,,en,,,154105,126869,❤️🇺🇸❤️ BoyMom & Wife 💋 Lover of Tacos & Lazy Sundays 🌮 Love my country and fellow Patriots!! #MAGA #KAG #2ndAmendment #Trump2020,Washington State,1161453028110565376,2019-08-14 01:42:35+00:00,False,False,,7,2549,False,,3437,True,Mama Barnes,,StaceyM78844177,False,F5F8FA,http://pbs.twimg.com/profile_images/1337451390424080384/B4Jdu1TV_normal.jpg,,1318703573023088641,0,False,Twitter for iPhone,False,3503,"['Trump', 'giant', 'video', 'screen', 'set', 'PA', 'rally', 'playing', 'Biden', 'Kamalas', 'comments', 'banning', 'fracking', 't']",Trump,giant,video,screen,set,PA,rally,playing,Biden,Kamalas,comments,banning,fracking,t,,,,,,,,,,
402,2020-10-21 00:00:06+00:00,,en,,,4015,937,강직,,1205828213412249601,2019-12-14 12:34:09+00:00,False,False,,0,24,False,,101,True,선영복,,YF6TrcSsk5iICII,False,F5F8FA,http://pbs.twimg.com/profile_images/1205850974603997184/47ELElNX_normal.jpg,,1318703572154867712,0,False,Twitter for Android,False,496,"['Our', 'nations', 'seniors', 'deserve', 'quality', 'care', 'prices', 'afford', 'Under', 'President', 'Pennsylvanias', 'Medi']",Our,nations,seniors,deserve,quality,care,prices,afford,Under,President,Pennsylvanias,Medi,,,,,,,,,,,,
403,2020-10-21 00:00:06+00:00,,en,,,169869,556143,#TheResistance 🏳️‍🌈,,3082370998,2015-03-09 19:56:48+00:00,False,False,,9,2060,False,,4989,True,Becca,,BeckyRae12345,True,C0DEED,http://pbs.twimg.com/profile_images/1293357947339378689/PfxOfak1_normal.jpg,,1318703573174226944,0,False,Twitter for iPhone,False,5246,"['I', 'like', 'presidents', 'dont', 'tantrums', 'walk', 'interviews', 'Lesley', 'Stahl', 'Vote', 'Biden']",I,like,presidents,dont,tantrums,walk,interviews,Lesley,Stahl,Vote,Biden,,,,,,,,,,,,,
404,2020-10-21 00:00:06+00:00,,en,,,172389,141581,"Love my GSD, family, country and God.","Illinois, USA",823779565839339520,2017-01-24 06:28:48+00:00,False,False,,11,747,False,,230,True,viking,,helen_aavik,False,F5F8FA,http://pbs.twimg.com/profile_images/1060528010753925120/kWGcS_ZF_normal.jpg,,1318703572960378880,0,False,Twitter for Android,False,5162,"['Biden', 'campaign', 'faces', 'backlash', 'political', 'ad', 'depicting', 'wealthy', 'Democratic', 'donor', 'struggling', 'bar', 'owner']",Biden,campaign,faces,backlash,political,ad,depicting,wealthy,Democratic,donor,struggling,bar,owner,,,,,,,,,,,
405,2020-10-21 00:00:06+00:00,,en,,,27779,12156,"""I don't do impressions. My training is in psychiatry."" Not really, but I love the quote. Former college newspaper editor. Former @Cracked Plastician.","Columbia, SC",43976431,2009-06-01 21:23:45+00:00,False,False,,2,249,False,,911,False,Michael West,,mwjr67,True,C0DEED,http://pbs.twimg.com/profile_images/1273337321375531011/bIYiKqfj_normal.jpg,,1318703573040091139,1,False,Twitter for iPad,False,0,"['Its', 'going', 'page', 'Richie', 'Rich', 'coloring', 'book']",Its,going,page,Richie,Rich,coloring,book,,,,,,,,,,,,,,,,,
406,2020-10-21 00:00:06+00:00,,en,,,1376,182967,Checking & Balancing.,In High Places.,155840157,2010-06-15 08:40:14+00:00,False,False,,38,6421,False,,709,False,Daddy,,Yemzine,True,022330,http://pbs.twimg.com/profile_images/1452954379976380418/7a9CJo2T_normal.jpg,,1318703572838744065,0,False,Twitter for iPhone,False,18905,"['Imagine', 'power', 'ease', 'suffering', 'millions', 'failing', 'use', 'it']",Imagine,power,ease,suffering,millions,failing,use,it,,,,,,,,,,,,,,,,
407,2020-10-21 00:00:06+00:00,,en,,,92185,83029,AU Alum 20’ | Policy Associate @rooseveltinst | Somewhere using my gifts to fight for the liberation of all black folk | Views are my own RT =/= endorsement,"Philadelphia, PA",711854337,2013-10-13 01:54:16+00:00,False,False,,7,950,False,,1065,True,Sustainable?,,ElijahjWilson_,True,C0DEED,http://pbs.twimg.com/profile_images/1448500494230507523/n48i_kb2_normal.jpg,,1318703572482248704,1,False,Twitter for iPhone,False,0,"['I', 'want', 'Kyle', 'I', 'grow']",I,want,Kyle,I,grow,,,,,,,,,,,,,,,,,,,
408,2020-10-21 00:00:06+00:00,,en,,,74375,39026,"The original antifa Catholic thembro. #LGBTQinChrist (he/they). When I am Pope I will excommunicate the ocean. Books via Clickworks Press, blog at Patheos.","Baltimore, MD",1283914802,2013-03-20 18:07:41+00:00,False,False,https://t.co/FV9hVLQuGN,19,2063,False,,1187,False,the Movember Criminal,,OurLadyofAntifa,False,352726,http://pbs.twimg.com/profile_images/1461459247338774532/brQGtvP__normal.jpg,,1318703573002223616,1,False,Twitter Web App,False,0,"['zeus', 'come', 'get', 'man']",zeus,come,get,man,,,,,,,,,,,,,,,,,,,,
409,2020-10-21 00:00:06+00:00,,en,"Place(_api=<tweepy.api.API object at 0x7fed580e3590>, id='960993b9cfdffda9', url='https://api.twitter.com/1.1/geo/id/960993b9cfdffda9.json', place_type='city', name='Bakersfield', full_name='Bakersfield, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fed580e3590>, type='Polygon', coordinates=[[[-119.172179, 35.255821], [-118.878147, 35.255821], [-118.878147, 35.4379816], [-119.172179, 35.4379816]]]), attributes={})",,2887,3196,Advocate for criminal justice reform. Retired GOP conversion therapist.,"California, USA",936692585854201856,2017-12-01 20:24:50+00:00,False,False,,0,922,False,,1937,False,Wilson,,prisonforprez,True,000000,http://pbs.twimg.com/profile_images/1205560236888608768/WNc3-dcm_normal.jpg,,1318703573136330754,1,False,Twitter for iPhone,False,1,"['I', 'remember', 'truth', 'mattered']",I,remember,truth,mattered,,,,,,,,,,,,,,,,,,,,
410,2020-10-21 00:00:06+00:00,,en,,,2907,1016,🇪🇹,"Awassa, Ethiopia",1304410579218706432,2020-09-11 13:25:05+00:00,False,False,,0,8,False,,13,True,Olaf ❄️,,eraandsihk,False,F5F8FA,http://pbs.twimg.com/profile_images/1361547944542019585/Opl5jDlY_normal.jpg,,1318703573153255428,1,False,Twitter for iPhone,False,0,[],,,,,,,,,,,,,,,,,,,,,,,,
411,2020-10-21 00:00:06+00:00,,en,,,28604,21994,a humble theatre kid and overall nerd trying to make it in the world.,she/her,2512729006,2014-04-27 14:05:06+00:00,False,False,https://t.co/mQnbzCZG5X,2,310,False,,514,False,💫 vans 💫,,imvanessatho,True,000000,http://pbs.twimg.com/profile_images/1317091806266445824/HV9tTHop_normal.jpg,,1318703573262270470,0,False,Twitter for Android,False,1154,"['tessa', 'thompson', 'amp', 'zendaya', 'harassed', 'AGES', 'racists', 'blackwashing', 'brie', 'larson', 'gets', 'threats', 'sexists']",tessa,thompson,amp,zendaya,harassed,AGES,racists,blackwashing,brie,larson,gets,threats,sexists,,,,,,,,,,,
412,2020-10-21 00:00:06+00:00,,en,,,76219,12931,,"Osprey, FL",1391064350,2013-04-30 03:30:38+00:00,False,False,,0,216,False,,701,True,Patti Kasanow,,patsyann51,True,C0DEED,http://pbs.twimg.com/profile_images/378800000267709412/ce99acded0e04dd3c361f724a331ac33_normal.jpeg,,1318703573660651522,0,False,Twitter for iPad,False,356,"['We', 'end', 'forprofit', 'schemes', 'embedded', 'mass', 'incarceration', 'The', 'corrections', 'budget', '1', 'line']",We,end,forprofit,schemes,embedded,mass,incarceration,The,corrections,budget,1,line,,,,,,,,,,,,
413,2020-10-21 00:00:07+00:00,,en,,,23533,34650,Ruled by constitution. Lover of democracy. 5 cats.,"Florida, USA",1223972792405831681,2020-02-02 14:15:27+00:00,False,False,,5,443,False,,499,True,Debra,,Debra66884238,True,F5F8FA,http://pbs.twimg.com/profile_images/1303848217357045761/z45CLX_r_normal.jpg,,1318703576659746822,0,False,Twitter for Android,False,7471,"['Trump', 'sent', 'tweets', 'condemning', 'Leslie', 'Stahl', 'last', '20', 'mins', 'Vladimir', 'Putin', 'last', 'four', 'year']",Trump,sent,tweets,condemning,Leslie,Stahl,last,20,mins,Vladimir,Putin,last,four,year,,,,,,,,,,
414,2020-10-21 00:00:07+00:00,,en,,,66792,23017,,,1225124465916416000,2020-02-05 18:31:29+00:00,False,False,,1,147,False,,4944,True,Chris,,wellnowhat2021,False,F5F8FA,http://pbs.twimg.com/profile_images/1225146227588837376/PjETLqBg_normal.jpg,,1318703576571576321,0,False,Twitter for iPhone,False,266,"['Man', 'I', 'realize', 'Christianity', 'kidnapping', 'migrant', 'children', 'gleefully', 'watching', 'poverty', 'rates', 'explode', 'le']",Man,I,realize,Christianity,kidnapping,migrant,children,gleefully,watching,poverty,rates,explode,le,,,,,,,,,,,
415,2020-10-21 00:00:07+00:00,,en,,,152832,104475,,,222208036,2010-12-02 19:23:14+00:00,False,False,,2,956,False,,3120,False,Tim Schroeppel,,TimSchroeppel,True,C0DEED,http://pbs.twimg.com/profile_images/1176586881057853446/eILAS42M_normal.jpg,,1318703576655355904,0,False,Twitter for iPhone,False,6,"['Trump', 'previously', 'undisclosed', 'account', 'Chinese', 'bank']",Trump,previously,undisclosed,account,Chinese,bank,,,,,,,,,,,,,,,,,,
416,2020-10-21 00:00:07+00:00,,en,,,4487,4377,,,3148699166,2015-04-10 23:03:40+00:00,False,False,,3,72,False,,524,False,Tyler 🔺,,tyler_speaks_,True,ABB8C2,http://pbs.twimg.com/profile_images/1246310028790747143/RUMOB-lg_normal.jpg,,1318703576818937857,0,False,Twitter for iPhone,False,12332,"['Um', 'In', '2017', 'Trump', 'Intl', 'Hotels', 'Management', '', 'company', 'Chinese', 'bank', 'account', '', 'reported', 'unusual', '17m', 'revenue', 'spike']",Um,In,2017,Trump,Intl,Hotels,Management,,company,Chinese,bank,account,,reported,unusual,17m,revenue,spike,,,,,,
